Column,Position,Num_Cells1,Dens1,Num_Cells2,Dens2,Num_Cells3,Dens3,AvgCell,AvgDens,DensSD,CV,Time
5,225,74,1.03E-03,85,1.19E-03,91,1.27E-03,83,1.17E-03,1.21E-04,1.03E+01,36
6,275,85,1.19E-03,78,1.09E-03,90,1.26E-03,84,1.18E-03,8.43E-05,7.15E+00,36
7,325,81,1.13E-03,89,1.24E-03,92,1.29E-03,87,1.22E-03,7.95E-05,6.51E+00,36
8,375,71,9.93E-04,80,1.12E-03,76,1.06E-03,76,1.06E-03,6.31E-05,5.96E+00,36
9,425,65,9.09E-04,78,1.09E-03,70,9.79E-04,71,9.93E-04,9.17E-05,9.24E+00,36
10,475,72,1.01E-03,77,1.08E-03,74,1.03E-03,74,1.04E-03,3.52E-05,3.39E+00,36
11,525,74,1.03E-03,85,1.19E-03,86,1.20E-03,82,1.14E-03,9.31E-05,8.15E+00,36
12,575,66,9.23E-04,82,1.15E-03,65,9.09E-04,71,9.93E-04,1.33E-04,1.34E+01,36
13,625,73,1.02E-03,76,1.06E-03,86,1.20E-03,78,1.10E-03,9.52E-05,8.69E+00,36
14,675,67,9.37E-04,63,8.81E-04,64,8.95E-04,65,9.04E-04,2.91E-05,3.22E+00,36
15,725,70,9.79E-04,59,8.25E-04,56,7.83E-04,62,8.62E-04,1.03E-04,1.20E+01,36
16,775,54,7.55E-04,47,6.57E-04,52,7.27E-04,51,7.13E-04,5.04E-05,7.07E+00,36
17,825,50,6.99E-04,46,6.43E-04,50,6.99E-04,49,6.81E-04,3.23E-05,4.75E+00,36
18,875,36,5.03E-04,32,4.48E-04,24,3.36E-04,31,4.29E-04,8.55E-05,1.99E+01,36
19,925,28,3.92E-04,25,3.50E-04,21,2.94E-04,25,3.45E-04,4.91E-05,1.42E+01,36
20,975,17,2.38E-04,8,1.12E-04,7,9.79E-05,11,1.49E-04,7.70E-05,5.16E+01,36
21,1025,6,8.39E-05,8,1.12E-04,3,4.20E-05,6,7.93E-05,3.52E-05,4.44E+01,36
22,1075,10,1.40E-04,4,5.59E-05,6,8.39E-05,7,9.32E-05,4.27E-05,4.58E+01,36
23,1125,10,1.40E-04,10,1.40E-04,8,1.12E-04,9,1.31E-04,1.61E-05,1.24E+01,36
24,1175,12,1.68E-04,7,9.79E-05,12,1.68E-04,10,1.45E-04,4.04E-05,2.79E+01,36
25,1225,21,2.94E-04,12,1.68E-04,23,3.22E-04,19,2.61E-04,8.20E-05,3.14E+01,36
26,1275,13,1.82E-04,17,2.38E-04,40,5.59E-04,23,3.26E-04,2.04E-04,6.24E+01,36
27,1325,47,6.57E-04,25,3.50E-04,44,6.15E-04,39,5.41E-04,1.67E-04,3.09E+01,36
28,1375,61,8.53E-04,39,5.45E-04,46,6.43E-04,49,6.81E-04,1.57E-04,2.31E+01,36
29,1425,70,9.79E-04,49,6.85E-04,58,8.11E-04,59,8.25E-04,1.47E-04,1.79E+01,36
30,1475,58,8.11E-04,53,7.41E-04,70,9.79E-04,60,8.44E-04,1.22E-04,1.45E+01,36
31,1525,57,7.97E-04,56,7.83E-04,62,8.67E-04,58,8.16E-04,4.50E-05,5.51E+00,36
32,1575,67,9.37E-04,75,1.05E-03,72,1.01E-03,71,9.98E-04,5.65E-05,5.67E+00,36
33,1625,71,9.93E-04,74,1.03E-03,80,1.12E-03,75,1.05E-03,6.41E-05,6.11E+00,36
34,1675,70,9.79E-04,87,1.22E-03,83,1.16E-03,80,1.12E-03,1.24E-04,1.11E+01,36
35,1725,77,1.08E-03,68,9.51E-04,68,9.51E-04,71,9.93E-04,7.27E-05,7.32E+00,36
36,1775,84,1.17E-03,70,9.79E-04,72,1.01E-03,75,1.05E-03,1.06E-04,1.01E+01,36
37,1825,79,1.10E-03,93,1.30E-03,74,1.03E-03,82,1.15E-03,1.38E-04,1.20E+01,36
38,1875,82,1.15E-03,83,1.16E-03,86,1.20E-03,84,1.17E-03,2.91E-05,2.49E+00,36
1,25,114,1.59E-03,118,1.65E-03,118,1.65E-03,117,1.63E-03,3.23E-05,1.98E+00,48
2,75,101,1.41E-03,94,1.31E-03,112,1.57E-03,102,1.43E-03,1.27E-04,8.87E+00,48
3,125,83,1.16E-03,107,1.50E-03,114,1.59E-03,101,1.42E-03,2.27E-04,1.60E+01,48
4,175,100,1.40E-03,96,1.34E-03,114,1.59E-03,103,1.45E-03,1.32E-04,9.15E+00,48
5,225,103,1.44E-03,108,1.51E-03,100,1.40E-03,104,1.45E-03,5.65E-05,3.90E+00,48
6,275,102,1.43E-03,89,1.24E-03,84,1.17E-03,92,1.28E-03,1.30E-04,1.01E+01,48
7,325,105,1.47E-03,83,1.16E-03,85,1.19E-03,91,1.27E-03,1.70E-04,1.34E+01,48
8,375,100,1.40E-03,93,1.30E-03,79,1.10E-03,91,1.27E-03,1.50E-04,1.18E+01,48
9,425,94,1.31E-03,103,1.44E-03,93,1.30E-03,97,1.35E-03,7.70E-05,5.70E+00,48
10,475,92,1.29E-03,92,1.29E-03,94,1.31E-03,93,1.30E-03,1.61E-05,1.25E+00,48
11,525,94,1.31E-03,94,1.31E-03,96,1.34E-03,95,1.32E-03,1.61E-05,1.22E+00,48
12,575,77,1.08E-03,84,1.17E-03,82,1.15E-03,81,1.13E-03,5.04E-05,4.45E+00,48
13,625,87,1.22E-03,86,1.20E-03,79,1.10E-03,84,1.17E-03,6.10E-05,5.19E+00,48
14,675,86,1.20E-03,74,1.03E-03,73,1.02E-03,78,1.09E-03,1.01E-04,9.31E+00,48
15,725,86,1.20E-03,83,1.16E-03,75,1.05E-03,81,1.14E-03,7.95E-05,6.99E+00,48
16,775,82,1.15E-03,71,9.93E-04,70,9.79E-04,74,1.04E-03,9.31E-05,8.96E+00,48
17,825,80,1.12E-03,60,8.39E-04,70,9.79E-04,70,9.79E-04,1.40E-04,1.43E+01,48
18,875,57,7.97E-04,60,8.39E-04,57,7.97E-04,58,8.11E-04,2.42E-05,2.99E+00,48
19,925,45,6.29E-04,46,6.43E-04,51,7.13E-04,47,6.62E-04,4.50E-05,6.79E+00,48
20,975,31,4.34E-04,34,4.76E-04,42,5.87E-04,36,4.99E-04,7.95E-05,1.59E+01,48
21,1025,31,4.34E-04,30,4.20E-04,51,7.13E-04,37,5.22E-04,1.66E-04,3.17E+01,48
22,1075,31,4.34E-04,37,5.17E-04,38,5.31E-04,35,4.94E-04,5.30E-05,1.07E+01,48
23,1125,37,5.17E-04,34,4.76E-04,39,5.45E-04,37,5.13E-04,3.52E-05,6.86E+00,48
24,1175,38,5.31E-04,32,4.48E-04,58,8.11E-04,43,5.97E-04,1.90E-04,3.19E+01,48
25,1225,34,4.76E-04,44,6.15E-04,48,6.71E-04,42,5.87E-04,1.01E-04,1.72E+01,48
26,1275,40,5.59E-04,53,7.41E-04,50,6.99E-04,48,6.67E-04,9.52E-05,1.43E+01,48
27,1325,65,9.09E-04,51,7.13E-04,63,8.81E-04,60,8.34E-04,1.06E-04,1.27E+01,48
28,1375,75,1.05E-03,55,7.69E-04,49,6.85E-04,60,8.34E-04,1.90E-04,2.28E+01,48
29,1425,86,1.20E-03,57,7.97E-04,71,9.93E-04,71,9.98E-04,2.03E-04,2.03E+01,48
30,1475,86,1.20E-03,50,6.99E-04,80,1.12E-03,72,1.01E-03,2.70E-04,2.68E+01,48
31,1525,83,1.16E-03,68,9.51E-04,70,9.79E-04,74,1.03E-03,1.14E-04,1.11E+01,48
32,1575,89,1.24E-03,73,1.02E-03,97,1.36E-03,86,1.21E-03,1.71E-04,1.42E+01,48
33,1625,86,1.20E-03,76,1.06E-03,76,1.06E-03,79,1.11E-03,8.07E-05,7.28E+00,48
34,1675,96,1.34E-03,85,1.19E-03,80,1.12E-03,87,1.22E-03,1.14E-04,9.41E+00,48
35,1725,92,1.29E-03,71,9.93E-04,83,1.16E-03,82,1.15E-03,1.47E-04,1.28E+01,48
36,1775,86,1.20E-03,86,1.20E-03,81,1.13E-03,84,1.18E-03,4.04E-05,3.42E+00,48
37,1825,99,1.38E-03,102,1.43E-03,84,1.17E-03,95,1.33E-03,1.35E-04,1.02E+01,48
38,1875,95,1.33E-03,94,1.31E-03,85,1.19E-03,91,1.28E-03,7.70E-05,6.03E+00,48
